hotel_id,hotel_name,combined,hotel_site_id
fllzd,Hyatt Place Fort Lauderdale Airport - South & Cruise Port,fllzd-Hyatt Place Fort Lauderdale Airport - South & Cruise Port,Hyatt-fllzd
fllza,Hyatt Place Fort Lauderdale Cruise Port & Convention Center,fllza-Hyatt Place Fort Lauderdale Cruise Port & Convention Center,Hyatt-fllza
fllzp,Hyatt Place Fort Lauderdale/Plantation,fllzp-Hyatt Place Fort Lauderdale/Plantation,Hyatt-fllzp
rswzf,Hyatt Place Fort Myers/at The Forum,rswzf-Hyatt Place Fort Myers/at The Forum,Hyatt-rswzf
gnvzg,Hyatt Place Gainesville Downtown,gnvzg-Hyatt Place Gainesville Downtown,Hyatt-gnvzg
jaxzs,Hyatt Place Jacksonville / St. Johns Town Center,jaxzs-Hyatt Place Jacksonville / St. Johns Town Center,Hyatt-jaxzs
jaxzj,Hyatt Place Jacksonville Airport,jaxzj-Hyatt Place Jacksonville Airport,Hyatt-jaxzj
mcozl,Hyatt Place Lake Mary/Orlando-North,mcozl-Hyatt Place Lake Mary/Orlando-North,Hyatt-mcozl
tpazl,Hyatt Place Lakeland Center,tpazl-Hyatt Place Lakeland Center,Hyatt-tpazl
mcozm,Hyatt Place Melbourne / Palm Bay / I-95,mcozm-Hyatt Place Melbourne / Palm Bay / I-95,Hyatt-mcozm
mcoza,Hyatt Place Melbourne Airport,mcoza-Hyatt Place Melbourne Airport,Hyatt-mcoza
miaze,Hyatt Place Miami Airport-East,miaze-Hyatt Place Miami Airport-East,Hyatt-miaze
miazd,Hyatt Place Miami Airport-West/Doral,miazd-Hyatt Place Miami Airport-West/Doral,Hyatt-miazd
orlzl,Hyatt Place Orlando / I-Drive / Convention Center,orlzl-Hyatt Place Orlando / I-Drive / Convention Center,Hyatt-orlzl
orlza,Hyatt Place Orlando Airport,orlza-Hyatt Place Orlando Airport,Hyatt-orlza
orlzb,Hyatt Place Orlando/Lake Buena Vista,orlzb-Hyatt Place Orlando/Lake Buena Vista,Hyatt-orlzb
ecpzp,Hyatt Place Panama City Beach / Beachfront,ecpzp-Hyatt Place Panama City Beach / Beachfront,Hyatt-ecpzp
pnszp,Hyatt Place Pensacola Airport,pnszp-Hyatt Place Pensacola Airport,Hyatt-pnszp
ecpzs,Hyatt Place Sandestin/at Grand Boulevard,ecpzs-Hyatt Place Sandestin/at Grand Boulevard,Hyatt-ecpzs
srqzl,Hyatt Place Sarasota / Lakewood Ranch,srqzl-Hyatt Place Sarasota / Lakewood Ranch,Hyatt-srqzl
srqza,Hyatt Place Sarasota/Bradenton Airport,srqza-Hyatt Place Sarasota/Bradenton Airport,Hyatt-srqza
jaxza,Hyatt Place St. Augustine / Vilano Beach,jaxza-Hyatt Place St. Augustine / Vilano Beach,Hyatt-jaxza
piezd,Hyatt Place St. Petersburg / Downtown,piezd-Hyatt Place St. Petersburg / Downtown,Hyatt-piezd
tpazw,Hyatt Place Tampa Airport/Westshore,tpazw-Hyatt Place Tampa Airport/Westshore,Hyatt-tpazw
tpazd,Hyatt Place Tampa Downtown,tpazd-Hyatt Place Tampa Downtown,Hyatt-tpazd
tpazc,Hyatt Place Tampa Wesley Chapel,tpazc-Hyatt Place Tampa Wesley Chapel,Hyatt-tpazc
tpazb,Hyatt Place Tampa/Busch Gardens,tpazb-Hyatt Place Tampa/Busch Gardens,Hyatt-tpazb
mcozt,Hyatt Place Titusville / Kennedy Space Center,mcozt-Hyatt Place Titusville / Kennedy Space Center,Hyatt-mcozt
pbizw,Hyatt Place West Palm Beach/Downtown,pbizw-Hyatt Place West Palm Beach/Downtown,Hyatt-pbizw
pierc,Hyatt Regency Clearwater Beach Resort and Spa,pierc-Hyatt Regency Clearwater Beach Resort and Spa,Hyatt-pierc
naprn,Hyatt Regency Coconut Point Resort and Spa,naprn-Hyatt Regency Coconut Point Resort and Spa,Hyatt-naprn
coral,Hyatt Regency Coral Gables,coral-Hyatt Regency Coral Gables,Hyatt-coral
vista,Hyatt Regency Grand Cypress Resort,vista-Hyatt Regency Grand Cypress Resort,Hyatt-vista
jaxrj,Hyatt Regency Jacksonville Riverfront,jaxrj-Hyatt Regency Jacksonville Riverfront,Hyatt-jaxrj
miarm,Hyatt Regency Miami,miarm-Hyatt Regency Miami,Hyatt-miarm
mcoro,Hyatt Regency Orlando,mcoro-Hyatt Regency Orlando,Hyatt-mcoro
orlan,Hyatt Regency Orlando International Airport,orlan-Hyatt Regency Orlando International Airport,Hyatt-orlan
srqss,Hyatt Regency Sarasota,srqss-Hyatt Regency Sarasota,Hyatt-srqss
napsh,Hyatt Vacation Club at Coconut Cove,napsh-Hyatt Vacation Club at Coconut Cove,Hyatt-napsh
keysh,"Hyatt Vacation Club at Beach House, Key West","keysh-Hyatt Vacation Club at Beach House, Key West",Hyatt-keysh
kwesh,Hyatt Vacation Club at Sunset Harbor,kwesh-Hyatt Vacation Club at Sunset Harbor,Hyatt-kwesh
winsh,Hyatt Vacation Club at Windward Pointe,winsh-Hyatt Vacation Club at Windward Pointe,Hyatt-winsh
fiesh,The Residences on Siesta Key Beach,fiesh-The Residences on Siesta Key Beach,Hyatt-fiesh
miaob,Andaz Miami Beach,miaob-Andaz Miami Beach,Hyatt-miaob
savrd,Andaz Savannah,savrd-Andaz Savannah,Hyatt-savrd
atlgh,Grand Hyatt Atlanta in Buckhead,atlgh-Grand Hyatt Atlanta in Buckhead,Hyatt-atlgh
atlct,Hyatt Centric Buckhead Atlanta,atlct-Hyatt Centric Buckhead Atlanta,Hyatt-atlct
atlhm,Hyatt Centric Midtown Atlanta,atlhm-Hyatt Centric Midtown Atlanta,Hyatt-atlhm
atlxp,Hyatt House Atlanta / Perimeter Center,atlxp-Hyatt House Atlanta / Perimeter Center,Hyatt-atlxp
atlxg,Hyatt House Atlanta/Cobb Galleria,atlxg-Hyatt House Atlanta/Cobb Galleria,Hyatt-atlxg
atlxd,Hyatt House Atlanta/Downtown,atlxd-Hyatt House Atlanta/Downtown,Hyatt-atlxd
agsxa,Hyatt House Augusta / Downtown,agsxa-Hyatt House Augusta / Downtown,Hyatt-agsxa
ahnza,Hyatt Place Athens / Downtown,ahnza-Hyatt Place Athens / Downtown,Hyatt-ahnza
atlzt,Hyatt Place Atlanta / Centennial Park,atlzt-Hyatt Place Atlanta / Centennial Park,Hyatt-atlzt
atlzy,Hyatt Place Atlanta / Perimeter Center,atlzy-Hyatt Place Atlanta / Perimeter Center,Hyatt-atlzy
atlza,Hyatt Place Atlanta Airport-North,atlza-Hyatt Place Atlanta Airport-North,Hyatt-atlza
atlzs,Hyatt Place Atlanta Airport-South,atlzs-Hyatt Place Atlanta Airport-South,Hyatt-atlzs
atlzm,Hyatt Place Atlanta/Alpharetta/North Point Mall,atlzm-Hyatt Place Atlanta/Alpharetta/North Point Mall,Hyatt-atlzm
atlzi,Hyatt Place Atlanta/Alpharetta/Windward Parkway,atlzi-Hyatt Place Atlanta/Alpharetta/Windward Parkway,Hyatt-atlzi
atlzb,Hyatt Place Atlanta/Buckhead,atlzb-Hyatt Place Atlanta/Buckhead,Hyatt-atlzb
atlzg,Hyatt Place Atlanta/Cobb Galleria,atlzg-Hyatt Place Atlanta/Cobb Galleria,Hyatt-atlzg
atlzd,Hyatt Place Atlanta/Downtown,atlzd-Hyatt Place Atlanta/Downtown,Hyatt-atlzd
atlzj,Hyatt Place Atlanta/Duluth/Johns Creek,atlzj-Hyatt Place Atlanta/Duluth/Johns Creek,Hyatt-atlzj
atlzn,Hyatt Place Atlanta/Norcross/Peachtree,atlzn-Hyatt Place Atlanta/Norcross/Peachtree,Hyatt-atlzn
agsza,Hyatt Place Augusta,agsza-Hyatt Place Augusta,Hyatt-agsza
csgzc,Hyatt Place Columbus-North,csgzc-Hyatt Place Columbus-North,Hyatt-csgzc
savza,Hyatt Place Savannah Airport,savza-Hyatt Place Savannah Airport,Hyatt-savza
atlra,Hyatt Regency Atlanta,atlra-Hyatt Regency Atlanta,Hyatt-atlra
atlhs,Hyatt Regency Atlanta Perimeter at Villa Christina,atlhs-Hyatt Regency Atlanta Perimeter at Villa Christina,Hyatt-atlhs
savrs,Hyatt Regency Savannah,savrs-Hyatt Regency Savannah,Hyatt-savrs
atlrs,Hyatt Regency Suites Atlanta Northwest,atlrs-Hyatt Regency Suites Atlanta Northwest,Hyatt-atlrs
atlth,Thompson Atlanta – Buckhead,atlth-Thompson Atlanta – Buckhead,Hyatt-atlth
savth,Thompson Savannah,savth-Thompson Savannah,Hyatt-savth
oggaw,Andaz Maui at Wailea Resort,oggaw-Andaz Maui at Wailea Resort,Hyatt-oggaw
kauai,Grand Hyatt Kauai Resort & Spa,kauai-Grand Hyatt Kauai Resort & Spa,Hyatt-kauai
oggal,Hana-Maui Resort,oggal-Hana-Maui Resort,Hyatt-oggal
oggoh,"Ho'olei Residences, a Destination by Hyatt Residence","oggoh-Ho'olei Residences, a Destination by Hyatt Residence",Hyatt-oggoh
hnlct,Hyatt Centric Waikiki Beach,hnlct-Hyatt Centric Waikiki Beach,Hyatt-hnlct
hnlzw,Hyatt Place Waikiki Beach,hnlzw-Hyatt Place Waikiki Beach,Hyatt-hnlzw
oggrm,Hyatt Regency Maui Resort and Spa,oggrm-Hyatt Regency Maui Resort and Spa,Hyatt-oggrm
hnlrw,Hyatt Regency Waikiki Beach Resort and Spa,hnlrw-Hyatt Regency Waikiki Beach Resort and Spa,Hyatt-hnlrw
oggsk,Hyatt Vacation Club at Ka’anapali Beach,oggsk-Hyatt Vacation Club at Ka’anapali Beach,Hyatt-oggsk
jhmob,"Kaanapali Alii, a Destination by Hyatt Residence","jhmob-Kaanapali Alii, a Destination by Hyatt Residence",Hyatt-jhmob
lihov,"Kauai Luxury Vacation Villas, a Destination by Hyatt Residence","lihov-Kauai Luxury Vacation Villas, a Destination by Hyatt Residence",Hyatt-lihov
jhmol,"Lahaina Shores Beach Resort, a Destination by Hyatt Residence","jhmol-Lahaina Shores Beach Resort, a Destination by Hyatt Residence",Hyatt-jhmol
oggom,"Makena Surf, a Destination by Hyatt Residence","oggom-Makena Surf, a Destination by Hyatt Residence",Hyatt-oggom
koaoh,"Mauna Lani Luxury Vacation Villas, a Destination by Hyatt Residence","koaoh-Mauna Lani Luxury Vacation Villas, a Destination by Hyatt Residence",Hyatt-koaoh
koaol,"Mauna Lani Point, a Destination by Hyatt Residence","koaol-Mauna Lani Point, a Destination by Hyatt Residence",Hyatt-koaol
oggoc,"Polo Beach Club, a Destination by Hyatt Residence","oggoc-Polo Beach Club, a Destination by Hyatt Residence",Hyatt-oggoc
jhmop,"Puunoa Beach Estates, a Destination by Hyatt Residence","jhmop-Puunoa Beach Estates, a Destination by Hyatt Residence",Hyatt-jhmop
koaoc,"The Islands at Mauna Lani, a Destination by Hyatt Residence","koaoc-The Islands at Mauna Lani, a Destination by Hyatt Residence",Hyatt-koaoc
lihob,The Lodge at Kukui’ula,lihob-The Lodge at Kukui’ula,Hyatt-lihob
oggdh,"Wailea Beach Villas, a Destination by Hyatt Residence","oggdh-Wailea Beach Villas, a Destination by Hyatt Residence",Hyatt-oggdh
oggoi,"Wailea Ekahi Village, a Destination by Hyatt Residence","oggoi-Wailea Ekahi Village, a Destination by Hyatt Residence",Hyatt-oggoi
oggou,"Wailea Ekolu Village, a Destination by Hyatt Residence","oggou-Wailea Ekolu Village, a Destination by Hyatt Residence",Hyatt-oggou
oggow,"Wailea Elua Village, a Destination by Hyatt Residence","oggow-Wailea Elua Village, a Destination by Hyatt Residence",Hyatt-oggow
oggog,"Wailea Grand Champions Villas, a Destination by Hyatt Residence","oggog-Wailea Grand Champions Villas, a Destination by Hyatt Residence",Hyatt-oggog
oggop,"Wailea Point, a Destination by Hyatt Residence","oggop-Wailea Point, a Destination by Hyatt Residence",Hyatt-oggop
boizm,Hyatt Place Boise / Meridian,boizm-Hyatt Place Boise / Meridian,Hyatt-boizm
boizb,Hyatt Place Boise/Downtown,boizb-Hyatt Place Boise/Downtown,Hyatt-boizb
boizt,Hyatt Place Boise/Towne Square,boizt-Hyatt Place Boise/Towne Square,Hyatt-boizt
chija,Ambassador Chicago,chija-Ambassador Chicago,Hyatt-chija
chiub,Chicago Athletic Association,chiub-Chicago Athletic Association,Hyatt-chiub
chijl,Hotel Lincoln,chijl-Hotel Lincoln,Hyatt-chijl
chimm,Hyatt Centric Chicago Magnificent Mile,chimm-Hyatt Centric Chicago Magnificent Mile,Hyatt-chimm
chihl,Hyatt Centric The Loop Chicago,chihl-Hyatt Centric The Loop Chicago,Hyatt-chihl
chixt,Hyatt House Chicago - Medical / University District,chixt-Hyatt House Chicago - Medical / University District,Hyatt-chixt
chixo,Hyatt House Chicago / Oak Brook,chixo-Hyatt House Chicago / Oak Brook,Hyatt-chixo
chixl,Hyatt House Chicago / West Loop-Fulton Market,chixl-Hyatt House Chicago / West Loop-Fulton Market,Hyatt-chixl
chixe,Hyatt House Chicago/Evanston,chixe-Hyatt House Chicago/Evanston,Hyatt-chixe
chixw,Hyatt House Chicago/Naperville/Warrenville,chixw-Hyatt House Chicago/Naperville/Warrenville,Hyatt-chixw
chixs,Hyatt House Chicago/Schaumburg,chixs-Hyatt House Chicago/Schaumburg,Hyatt-chixs
mlixe,Hyatt House East Moline / Quad Cities,mlixe-Hyatt House East Moline / Quad Cities,Hyatt-mlixe
chilo,Hyatt Lodge Oak Brook Chicago,chilo-Hyatt Lodge Oak Brook Chicago,Hyatt-chilo
piazn,Hyatt Place Bloomington/Normal,piazn-Hyatt Place Bloomington/Normal,Hyatt-piazn
cmizc,Hyatt Place Champaign/Urbana,cmizc-Hyatt Place Champaign/Urbana,Hyatt-cmizc
chizt,Hyatt Place Chicago – Medical / University District,chizt-Hyatt Place Chicago – Medical / University District,Hyatt-chizt
chizk,Hyatt Place Chicago / Wicker Park,chizk-Hyatt Place Chicago / Wicker Park,Hyatt-chizk
chizu,Hyatt Place Chicago-South/University Medical Center,chizu-Hyatt Place Chicago-South/University Medical Center,Hyatt-chizu
chizp,Hyatt Place Chicago/Downtown-The Loop,chizp-Hyatt Place Chicago/Downtown-The Loop,Hyatt-chizp
chizh,Hyatt Place Chicago/Hoffman Estates,chizh-Hyatt Place Chicago/Hoffman Estates,Hyatt-chizh
chizi,Hyatt Place Chicago/Itasca,chizi-Hyatt Place Chicago/Itasca,Hyatt-chizi
chizl,Hyatt Place Chicago/Lombard/Oak Brook,chizl-Hyatt Place Chicago/Lombard/Oak Brook,Hyatt-chizl
chizm,Hyatt Place Chicago/Midway Airport,chizm-Hyatt Place Chicago/Midway Airport,Hyatt-chizm
chizw,Hyatt Place Chicago/Naperville/Warrenville,chizw-Hyatt Place Chicago/Naperville/Warrenville,Hyatt-chizw
chizo,Hyatt Place Chicago/O'Hare Airport,chizo-Hyatt Place Chicago/O'Hare Airport,Hyatt-chizo
chizd,Hyatt Place Chicago/River North,chizd-Hyatt Place Chicago/River North,Hyatt-chizd
chizs,Hyatt Place Chicago/Schaumburg,chizs-Hyatt Place Chicago/Schaumburg,Hyatt-chizs
mlize,Hyatt Place East Moline / Quad Cities,mlize-Hyatt Place East Moline / Quad Cities,Hyatt-mlize
chirc,Hyatt Regency Chicago,chirc-Hyatt Regency Chicago,Hyatt-chirc
deerf,Hyatt Regency Deerfield,deerf-Hyatt Regency Deerfield,Hyatt-deerf
lisle,Hyatt Regency Lisle near Naperville,lisle-Hyatt Regency Lisle near Naperville,Hyatt-lisle
chimc,Hyatt Regency McCormick Place Chicago,chimc-Hyatt Regency McCormick Place Chicago,Hyatt-chimc
chiro,Hyatt Regency O'Hare Chicago,chiro-Hyatt Regency O'Hare Chicago,Hyatt-chiro
chirw,"Hyatt Regency Schaumburg, Chicago","chirw-Hyatt Regency Schaumburg, Chicago",Hyatt-chirw
rosem,Hyatt Centric Chicago O’Hare,rosem-Hyatt Centric Chicago O’Hare,Hyatt-rosem
chiph,Park Hyatt Chicago,chiph-Park Hyatt Chicago,Hyatt-chiph
chizf,The Forester a Hyatt Place Hotel,chizf-The Forester a Hyatt Place Hotel,Hyatt-chizf
chith,Thompson Chicago,chith-Thompson Chicago,Hyatt-chith
indxi,Hyatt House Indianapolis / Downtown,indxi-Hyatt House Indianapolis / Downtown,Hyatt-indxi
indxf,Hyatt House Indianapolis / Fishers,indxf-Hyatt House Indianapolis / Fishers,Hyatt-indxf
bmgzb,Hyatt Place Bloomington,bmgzb-Hyatt Place Bloomington,Hyatt-bmgzb
sdfzv,Hyatt Place Evansville / Downtown,sdfzv-Hyatt Place Evansville / Downtown,Hyatt-sdfzv
fwazn,Hyatt Place Fort Wayne – Northwest,fwazn-Hyatt Place Fort Wayne – Northwest,Hyatt-fwazn
indzc,Hyatt Place Indianapolis / Carmel,indzc-Hyatt Place Indianapolis / Carmel,Hyatt-indzc
indzi,Hyatt Place Indianapolis / Downtown,indzi-Hyatt Place Indianapolis / Downtown,Hyatt-indzi
indzf,Hyatt Place Indianapolis / Fishers,indzf-Hyatt Place Indianapolis / Fishers,Hyatt-indzf
indza,Hyatt Place Indianapolis Airport,indza-Hyatt Place Indianapolis Airport,Hyatt-indza
munzm,Hyatt Place Munster,munzm-Hyatt Place Munster,Hyatt-munzm
sbnzm,Hyatt Place South Bend/Mishawaka,sbnzm-Hyatt Place South Bend/Mishawaka,Hyatt-sbnzm
indri,Hyatt Regency Indianapolis,indri-Hyatt Regency Indianapolis,Hyatt-indri
dsmza,Hyatt Place Altoona / Des Moines,dsmza-Hyatt Place Altoona / Des Moines,Hyatt-dsmza
dsmzd,Hyatt Place Des Moines/Downtown,dsmzd-Hyatt Place Des Moines/Downtown,Hyatt-dsmzd
iowzi,Hyatt Place Iowa City Downtown,iowzi-Hyatt Place Iowa City Downtown,Hyatt-iowzi
dsmzw,Hyatt Place West Des Moines/Jordan Creek,dsmzw-Hyatt Place West Des Moines/Jordan Creek,Hyatt-dsmzw
iowrc,Hyatt Regency Coralville Hotel & Conference Center,iowrc-Hyatt Regency Coralville Hotel & Conference Center,Hyatt-iowrc
ictzw,Hyatt Place at Wichita State University,ictzw-Hyatt Place at Wichita State University,Hyatt-ictzw
mkczl,Hyatt Place Kansas City/Lenexa City Center,mkczl-Hyatt Place Kansas City/Lenexa City Center,Hyatt-mkczl
mkczc,Hyatt Place Kansas City/Overland Park/Convention Center,mkczc-Hyatt Place Kansas City/Overland Park/Convention Center,Hyatt-mkczc
mkczm,Hyatt Place Kansas City/Overland Park/Metcalf,mkczm-Hyatt Place Kansas City/Overland Park/Metcalf,Hyatt-mkczm
topzt,Hyatt Place Topeka,topzt-Hyatt Place Topeka,Hyatt-topzt
wicrw,Hyatt Regency Wichita,wicrw-Hyatt Regency Wichita,Hyatt-wicrw
sdfxl,Hyatt House Louisville - East,sdfxl-Hyatt House Louisville - East,Hyatt-sdfxl
bnazg,Hyatt Place Bowling Green,bnazg-Hyatt Place Bowling Green,Hyatt-bnazg
cinza,Hyatt Place Cincinnati Airport/Florence,cinza-Hyatt Place Cincinnati Airport/Florence,Hyatt-cinza
lexzl,Hyatt Place Lexington,lexzl-Hyatt Place Lexington,Hyatt-lexzl
sdfze,Hyatt Place Louisville-East,sdfze-Hyatt Place Louisville-East,Hyatt-sdfze
lexrl,Hyatt Regency Lexington,lexrl-Hyatt Regency Lexington,Hyatt-lexrl
sdfrl,Hyatt Regency Louisville,sdfrl-Hyatt Regency Louisville,Hyatt-sdfrl
msyrf,Hyatt Centric French Quarter New Orleans,msyrf-Hyatt Centric French Quarter New Orleans,Hyatt-msyrf
msyxd,Hyatt House New Orleans/Downtown,msyxd-Hyatt House New Orleans/Downtown,Hyatt-msyxd
btrzs,Hyatt Place Baton Rouge/I-10,btrzs-Hyatt Place Baton Rouge/I-10,Hyatt-btrzs
msyzc,Hyatt Place New Orleans/Convention Center,msyzc-Hyatt Place New Orleans/Convention Center,Hyatt-msyzc
msyrn,Hyatt Regency New Orleans,msyrn-Hyatt Regency New Orleans,Hyatt-msyrn
msyub,The Eliza Jane,msyub-The Eliza Jane,Hyatt-msyub
pwmzp,Hyatt Place Portland Downtown-Old Port Square,pwmzp-Hyatt Place Portland Downtown-Old Port Square,Hyatt-pwmzp
bwiza,Hyatt Place Baltimore/BWI Airport,bwiza-Hyatt Place Baltimore/BWI Airport,Hyatt-bwiza
bwizh,Hyatt Place Baltimore/Inner Harbor,bwizh-Hyatt Place Baltimore/Inner Harbor,Hyatt-bwizh
bwizo,Hyatt Place Baltimore/Owings Mills,bwizo-Hyatt Place Baltimore/Owings Mills,Hyatt-bwizo
bwizk,Hyatt Place Kent Narrows & Marina,bwizk-Hyatt Place Kent Narrows & Marina,Hyatt-bwizk
iadzr,Hyatt Place National Harbor,iadzr-Hyatt Place National Harbor,Hyatt-iadzr
oxbzo,Hyatt Place Ocean City / Oceanfront,oxbzo-Hyatt Place Ocean City / Oceanfront,Hyatt-oxbzo
bwirb,Hyatt Regency Baltimore Inner Harbor,bwirb-Hyatt Regency Baltimore Inner Harbor,Hyatt-bwirb
bethe,Hyatt Regency Bethesda,bethe-Hyatt Regency Bethesda,Hyatt-bethe
chesa,"Hyatt Regency Chesapeake Bay Golf Resort, Spa and Marina","chesa-Hyatt Regency Chesapeake Bay Golf Resort, Spa and Marina",Hyatt-chesa
bosct,Hyatt Centric Faneuil Hall Boston,bosct-Hyatt Centric Faneuil Hall Boston,Hyatt-bosct
bosxb,Hyatt House Boston/Burlington,bosxb-Hyatt House Boston/Burlington,Hyatt-bosxb
bosxw,Hyatt House Boston/Waltham,bosxw-Hyatt House Boston/Waltham,Hyatt-bosxw
boszs,Hyatt Place Boston / Seaport District,boszs-Hyatt Place Boston / Seaport District,Hyatt-boszs
boszb,Hyatt Place Boston/Braintree,boszb-Hyatt Place Boston/Braintree,Hyatt-boszb
boszm,Hyatt Place Boston/Medford,boszm-Hyatt Place Boston/Medford,Hyatt-boszm
boszr,Hyatt Place Marlborough / Apex Center,boszr-Hyatt Place Marlborough / Apex Center,Hyatt-boszr
bosto,Hyatt Regency Boston,bosto-Hyatt Regency Boston,Hyatt-bosto
bosrc,Hyatt Regency Boston / Cambridge,bosrc-Hyatt Regency Boston / Cambridge,Hyatt-bosrc
bosha,Hyatt Regency Boston Harbor,bosha-Hyatt Regency Boston Harbor,Hyatt-bosha
albob,Miraval Berkshires Resort and Spa,albob-Miraval Berkshires Resort and Spa,Hyatt-albob
lanxl,Hyatt House Lansing / University Area,lanxl-Hyatt House Lansing / University Area,Hyatt-lanxl
dtwza,Hyatt Place Ann Arbor,dtwza-Hyatt Place Ann Arbor,Hyatt-dtwza
dtwzr,Hyatt Place Detroit / Royal Oak,dtwzr-Hyatt Place Detroit / Royal Oak,Hyatt-dtwzr
detza,Hyatt Place Detroit/Auburn Hills,detza-Hyatt Place Detroit/Auburn Hills,Hyatt-detza
detzl,Hyatt Place Detroit/Livonia,detzl-Hyatt Place Detroit/Livonia,Hyatt-detzl
dttzh,Hyatt Place Detroit/Novi,dttzh-Hyatt Place Detroit/Novi,Hyatt-dttzh
detzu,Hyatt Place Detroit/Utica,detzu-Hyatt Place Detroit/Utica,Hyatt-detzu
fntzf,Hyatt Place Flint / Grand Blanc,fntzf-Hyatt Place Flint / Grand Blanc,Hyatt-fntzf
grrzw,Hyatt Place Grand Rapids-South,grrzw-Hyatt Place Grand Rapids-South,Hyatt-grrzw
grrzd,Hyatt Place Grand Rapids/Downtown,grrzd-Hyatt Place Grand Rapids/Downtown,Hyatt-grrzd
lanzl,Hyatt Place Lansing – East,lanzl-Hyatt Place Lansing – East,Hyatt-lanzl
mspct,Hyatt Centric Downtown Minneapolis,mspct-Hyatt Centric Downtown Minneapolis,Hyatt-mspct
mspxm,Hyatt House Mall of America / MSP Airport,mspxm-Hyatt House Mall of America / MSP Airport,Hyatt-mspxm
rstxr,Hyatt House Rochester / Mayo Clinic Area,rstxr-Hyatt House Rochester / Mayo Clinic Area,Hyatt-rstxr
mspza,Hyatt Place Minneapolis Airport-South,mspza-Hyatt Place Minneapolis Airport-South,Hyatt-mspza
mspzd,Hyatt Place Minneapolis/Downtown,mspzd-Hyatt Place Minneapolis/Downtown,Hyatt-mspzd
mspze,Hyatt Place Minneapolis/Eden Prairie,mspze-Hyatt Place Minneapolis/Eden Prairie,Hyatt-mspze
mspzs,Hyatt Place St. Paul/Downtown,mspzs-Hyatt Place St. Paul/Downtown,Hyatt-mspzs
msprb,Hyatt Regency Bloomington - Minneapolis,msprb-Hyatt Regency Bloomington - Minneapolis,Hyatt-msprb
msprm,Hyatt Regency Minneapolis,msprm-Hyatt Regency Minneapolis,Hyatt-msprm
gptzb,Hyatt Place Biloxi,gptzb-Hyatt Place Biloxi,Hyatt-gptzb
ubszc,Hyatt Place Columbus,ubszc-Hyatt Place Columbus,Hyatt-ubszc
janzr,Hyatt Place Jackson/Ridgeland,janzr-Hyatt Place Jackson/Ridgeland,Hyatt-janzr
mcijd,Hotel Kansas City,mcijd-Hotel Kansas City,Hyatt-mcijd
stlzc,Hyatt Place St. Louis/Chesterfield,stlzc-Hyatt Place St. Louis/Chesterfield,Hyatt-stlzc
stlrs,Hyatt Regency St. Louis at The Arch,stlrs-Hyatt Regency St. Louis at The Arch,Hyatt-stlrs
mcidh,The Elms Hotel & Spa,mcidh-The Elms Hotel & Spa,Hyatt-mcidh
sgfsl,Hyatt Vacation Club at The Lodges at Timber Ridge,sgfsl-Hyatt Vacation Club at The Lodges at Timber Ridge,Hyatt-sgfsl
lnkzl,Hyatt Place Lincoln/Downtown-Haymarket,lnkzl-Hyatt Place Lincoln/Downtown-Haymarket,Hyatt-lnkzl
omazo,Hyatt Place Omaha/Downtown-Old Market,omazo-Hyatt Place Omaha/Downtown-Old Market,Hyatt-omazo
laszl,Hyatt Place Las Vegas,laszl-Hyatt Place Las Vegas,Hyatt-laszl
laszs,Hyatt Place Las Vegas at Silverton Village,laszs-Hyatt Place Las Vegas at Silverton Village,Hyatt-laszs
rnoza,Hyatt Place Reno-Tahoe Airport,rnoza-Hyatt Place Reno-Tahoe Airport,Hyatt-rnoza
tvllt,"Hyatt Regency Lake Tahoe Resort, Spa and Casino","tvllt-Hyatt Regency Lake Tahoe Resort, Spa and Casino",Hyatt-tvllt
tahsh,Hyatt Vacation Club at High Sierra Lodge,tahsh-Hyatt Vacation Club at High Sierra Lodge,Hyatt-tahsh
erwxa,Hyatt House Branchburg / Bridgewater,erwxa-Hyatt House Branchburg / Bridgewater,Hyatt-erwxa
lgaxj,Hyatt House Jersey City,lgaxj-Hyatt House Jersey City,Hyatt-lgaxj
morxm,Hyatt House Morristown,morxm-Hyatt House Morristown,Hyatt-morxm
phlxm,Hyatt House Mt. Laurel,phlxm-Hyatt House Mt. Laurel,Hyatt-phlxm
ewrxm,Hyatt House Parsippany-East,ewrxm-Hyatt House Parsippany-East,Hyatt-ewrxm
ewrxp,Hyatt House Parsippany/Whippany,ewrxp-Hyatt House Parsippany/Whippany,Hyatt-ewrxp
ewrzf,Hyatt Place Fair Lawn/Paramus,ewrzf-Hyatt Place Fair Lawn/Paramus,Hyatt-ewrzf
ewrzl,Hyatt Place Fort Lee / George Washington Bridge,ewrzl-Hyatt Place Fort Lee / George Washington Bridge,Hyatt-ewrzl
phlzm,Hyatt Place Mt. Laurel,phlzm-Hyatt Place Mt. Laurel,Hyatt-phlzm
ewrzp,Hyatt Place Princeton,ewrzp-Hyatt Place Princeton,Hyatt-ewrzp
ewrzs,Hyatt Place Secaucus/Meadowlands,ewrzs-Hyatt Place Secaucus/Meadowlands,Hyatt-ewrzs
newjp,Hyatt Regency Jersey City on the Hudson,newjp-Hyatt Regency Jersey City on the Hudson,Hyatt-newjp
